DNAJC5	49.64029549
MANF	43.39955447
ARFGEF2	25.68063755
ZNFX1	48.56790898
TMEM139	32.6362736
USP54	31.83390909
DIRC2	29.72949975
WWC1	61.48761562
IRF8	19.58433386
SLC20A2	15.05302116
CYSTM1	73.79106119
DIDO1	37.82690989
MADD	25.88114367
SLC2A1	1.373228226
TMEM256	64.69948061
CLIC3	6.356159592
C2orf54	0
KRT81	4.823821527
CXCL2	36.61778448
GID8	42.30763351
YPEL5	22.11766761
SKAP1	8.67698085
H2AFY2	2.360027351
UCA1	8.620205739
CEBPD	9.768349525
NTN4	23.4773933
TGM2	9.370001781
SERPINA1	2.969190061
ARHGAP23	9.566101595
PDGFB	14.65174155
TRABD2A	67.96337399
TIMP2	35.61407594
SLC2A8	14.52586565
SLC2A3	18.75632381
ALPP	67.58844073
ME2	40.16575741
FAM217B	20.79843441
BCL2L1	40.28037841
ITGB5	41.36443686
SLC2A4RG	5.588758399
FABP5	103.3728488
NEURL1B	0
AMOTL2	28.93807196
RFLNA	17.63441562
ALPPL2	105.9648879
BCL9L	14.89776779
SDHAF3	35.32455795
PTTG1IP	39.31132412
TBC1D2	15.61513349
PLAC8	126.4713638
BCAR1	27.94995023
IFIT3	18.30890812
GADD45B	12.72342166
SERINC3	19.66173151
TTC7A	11.30355717
RBM39	38.46879359
AMOTL1	0
ANKRD1	1.548132459
CAAP1	29.00919714
NARS	29.64166938
SERTAD3	17.38008766
SIK2	11.05314194
ZBED2	5.013686898
CACNG4	11.72522259
TFAP2C	1.142145674
LTBP3	21.9629034
GPC1	22.46518183
RPL13AP5	253.5633977
PROSER2	22.68538983
