DNAJC5	90.44588495
MANF	42.51765183
ARFGEF2	42.21564852
ZNFX1	72.57433657
TMEM139	47.63226784
USP54	54.04548371
DIRC2	32.89110105
WWC1	68.38821213
IRF8	1.760193039
SLC20A2	20.54511748
CYSTM1	81.33417108
DIDO1	53.93817022
MADD	35.7840913
SLC2A1	0.423843421
TMEM256	63.53053715
CLIC3	20.82220792
C2orf54	3.150687624
KRT81	12.71796105
CXCL2	31.21135822
GID8	57.11569581
YPEL5	56.3489975
SKAP1	32.84631535
H2AFY2	2.387300664
UCA1	10.52910928
CEBPD	4.371945949
NTN4	23.93161124
TGM2	98.21105107
SERPINA1	68.80755977
ARHGAP23	99.35660523
PDGFB	30.17370198
TRABD2A	13.38382044
TIMP2	66.75326836
SLC2A8	11.16930558
SLC2A3	0.970857679
ALPP	1.292542558
ME2	38.84750574
FAM217B	33.33601317
BCL2L1	76.38370719
ITGB5	60.37776561
SLC2A4RG	12.64631724
FABP5	48.54968027
NEURL1B	-0.015378373
AMOTL2	35.86285977
RFLNA	2.201201208
ALPPL2	-0.085649897
BCL9L	20.47990122
SDHAF3	31.99622916
PTTG1IP	50.41546599
TBC1D2	18.15437276
PLAC8	25.24568908
BCAR1	27.80953437
IFIT3	34.02530394
GADD45B	13.78387367
SERINC3	72.31960532
TTC7A	26.1224855
RBM39	57.70048153
AMOTL1	0
ANKRD1	1.726103818
CAAP1	31.14392301
NARS	12.4774082
SERTAD3	43.53028039
SIK2	39.51193771
ZBED2	3.403925301
CACNG4	42.35046527
TFAP2C	5.755423772
LTBP3	72.95372945
GPC1	29.43094511
RPL13AP5	247.7598753
PROSER2	35.27140526
