DNAJC5	33.39133472
MANF	53.52843283
ARFGEF2	16.10519092
ZNFX1	21.06631165
TMEM139	25.43785776
USP54	25.61501329
DIRC2	12.5372054
WWC1	40.54397609
IRF8	4.07933805
SLC20A2	23.63290907
CYSTM1	44.63767
DIDO1	21.62823421
MADD	16.33639081
SLC2A1	0.605942446
TMEM256	65.31619289
CLIC3	20.00296928
C2orf54	0
KRT81	61.64319355
CXCL2	17.94274609
GID8	37.34917818
YPEL5	51.22549967
SKAP1	5.318065895
H2AFY2	12.34451206
UCA1	17.4961044
CEBPD	2.337999949
NTN4	35.36054281
TGM2	17.00265446
SERPINA1	24.96711599
ARHGAP23	11.95900702
PDGFB	24.26194151
TRABD2A	10.80733357
TIMP2	93.76068139
SLC2A8	8.124818967
SLC2A3	48.28241068
ALPP	29.41612462
ME2	40.91216488
FAM217B	18.08508428
BCL2L1	77.58361923
ITGB5	67.62590573
SLC2A4RG	3.305134349
FABP5	62.27759924
NEURL1B	0
AMOTL2	58.25291399
RFLNA	0.477113512
ALPPL2	26.88802778
BCL9L	6.057307621
SDHAF3	15.17393605
PTTG1IP	49.5029725
TBC1D2	15.6597249
PLAC8	21.19922493
BCAR1	39.94883408
IFIT3	10.80928958
GADD45B	53.05719761
SERINC3	86.92346156
TTC7A	43.00987678
RBM39	57.6882326
AMOTL1	0
ANKRD1	30.08189975
CAAP1	27.3373136
NARS	10.44816321
SERTAD3	27.5079538
SIK2	13.7899437
ZBED2	5.30489333
CACNG4	9.536728058
TFAP2C	20.18272631
LTBP3	21.52229028
GPC1	24.62641881
RPL13AP5	275.8908416
PROSER2	41.23221874
