DNAJC5	60.15787809
MANF	46.76339733
ARFGEF2	32.97075961
ZNFX1	58.24262745
TMEM139	24.80749493
USP54	32.99548107
DIRC2	43.71471415
WWC1	60.60744034
IRF8	0.335091729
SLC20A2	42.04665885
CYSTM1	69.19657467
DIDO1	41.8531405
MADD	27.28745078
SLC2A1	6.813473818
TMEM256	110.9149539
CLIC3	26.04723232
C2orf54	0.335091729
KRT81	5.114050242
CXCL2	33.71446976
GID8	51.65613095
YPEL5	52.81143855
SKAP1	32.8268063
H2AFY2	39.65804263
UCA1	64.37376813
CEBPD	7.105471918
NTN4	23.05545082
TGM2	47.81363712
SERPINA1	33.58341279
ARHGAP23	41.23619458
PDGFB	30.14164827
TRABD2A	16.31855034
TIMP2	85.26367844
SLC2A8	14.93694787
SLC2A3	23.7399789
ALPP	1.202098997
ME2	54.07551525
FAM217B	29.86694323
BCL2L1	52.91334142
ITGB5	77.99716952
SLC2A4RG	12.50754158
FABP5	187.0346731
NEURL1B	1.108951598
AMOTL2	55.88853694
RFLNA	4.934032976
ALPPL2	2.765008451
BCL9L	37.59265016
SDHAF3	68.52320592
PTTG1IP	41.27018829
TBC1D2	18.4672306
PLAC8	34.00394141
BCAR1	38.98151343
IFIT3	28.45605445
GADD45B	56.16416168
SERINC3	110.5797715
TTC7A	57.77622733
RBM39	80.45806655
AMOTL1	40.5645383
ANKRD1	8.784143255
CAAP1	34.91072646
NARS	38.10240574
SERTAD3	36.45146874
SIK2	34.29930488
ZBED2	19.5044156
CACNG4	1.159698499
TFAP2C	18.34320885
LTBP3	77.81652421
GPC1	32.17008372
RPL13AP5	265.8385175
PROSER2	28.11111648
