DNAJC5	78.10325355
MANF	51.33565151
ARFGEF2	55.86064768
ZNFX1	43.63999982
TMEM139	41.36397645
USP54	36.69255742
DIRC2	16.15879296
WWC1	28.78967134
IRF8	0.315216645
SLC20A2	22.54623048
CYSTM1	54.4678752
DIDO1	52.16092447
MADD	19.44299071
SLC2A1	170.7359124
TMEM256	56.97859647
CLIC3	27.4975599
C2orf54	1.051896727
KRT81	9.671972934
CXCL2	10.27773127
GID8	68.86567843
YPEL5	20.76724944
SKAP1	27.20632033
H2AFY2	66.16850419
UCA1	15.52070467
CEBPD	16.64596274
NTN4	2.179394834
TGM2	12.91845782
SERPINA1	21.41684036
ARHGAP23	47.09525507
PDGFB	23.45911006
TRABD2A	12.38636405
TIMP2	52.45360316
SLC2A8	3.707266116
SLC2A3	25.27041206
ALPP	20.45167801
ME2	46.16478346
FAM217B	31.31816112
BCL2L1	43.09191873
ITGB5	39.81281201
SLC2A4RG	51.25429205
FABP5	70.74877204
NEURL1B	3.616473242
AMOTL2	7.780285867
RFLNA	0.967351164
ALPPL2	0
BCL9L	32.53159075
SDHAF3	30.83850063
PTTG1IP	46.02625581
TBC1D2	3.441105896
PLAC8	44.06509243
BCAR1	85.87566773
IFIT3	17.90735306
GADD45B	16.09431831
SERINC3	70.07551917
TTC7A	39.11374337
RBM39	23.70657822
AMOTL1	0.980141724
ANKRD1	4.243448817
CAAP1	34.23860692
NARS	10.82638279
SERTAD3	15.00744891
SIK2	22.65186438
ZBED2	0
CACNG4	4.067154173
TFAP2C	0.802764165
LTBP3	28.18222465
GPC1	20.07519851
RPL13AP5	118.2748505
PROSER2	14.66047697
